Ref,DS_SS,Ref_name,Extracted_by,Ocean,Region,Study_location,Ecoregion_number,Study_site,Study_type,Genus,species,Updated_Genus,Updated_species,Colony_form,Other_forms,Coral_age_class,Coral_age_at_start_expt_days_since_settled,Coral_age_at_start_expt_days_postfert,Coral_age_at_end_expt_days_postfert,Surface_direction,Surface_direction_deg,Treatment,Exp_details,Other_conditions,Control_code,Sed_comp,Binary_sed_burial,Sed_level,Sed_level_UoM,Sed_level_stand_mg,Sed_level_avg_type,Sed_level_avg_N,Sed_level_avg_N_UoM,Sed_error_low,Sed_error_high,Sed_error_type,Sed_exposure,Sed_exposure_UoM,Sed_exposure_days,Sed_days,Days_after_start,Sed_application,Sed_notes,Binary_high_yield,Binary_hydrostatic_inflation,Binary_tentacular_activity,Binary_increased_mucus,Binary_congealed_sediment,Binary_auto_to_heterotroph,Binary_reduced_PR_ratio,Binary_reduced_FvFm,Binary_reduced_growth,Binary_reduced_fertilization,Binary_limited_settlement,Binary_bleaching_or_reduced_chla,Binary_algal_overgrowth,Binary_smothering,Binary_larval_survival,Binary_recruit_death,Binary_small_necroses,Binary_large_necroses,Binary_death_total,Bin_notes,Binary_non_adverse_reported,Binary_adverse_reported,Binary_mortality_reported,Binary_any_effect,Binary_effect_non_adverse,Binary_effect_adverse,Binary_effect_mortality,date_of extraction,Additional_notes,Changes_from_full_dataset
DS08a,DS,Hodgson (1989) PhD Chapter IV,LJT,Pacific,South China Sea,Sulu Sea (ER043),43,Field,manipulative,Mycedium,elephantotus,Mycedium,elephantotus,,,adult,,,,,,Week 10 of sediment exposure,n/a,transplanted at 7.5m depth,0,"washed, dried, marine-origin sediment",0,20.8,mg/cm2/day,20.8,n/r,n/r,n/r,7.6,7.6,s.e.,10,week,70,70,,,p 182 of Methods,,,,,,,,,,,,,,,,,1,0,0,"based on Fig. 4.3 and Results text (<50% tissue mortality = small necroses, >=50% tissue mortality = large necroses, >0% colony mortality = death of colonies); NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",0,1,1,1,NA,1,1,not recorded,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",n/a
DS08a,DS,Hodgson (1989) PhD Chapter IV,LJT,Pacific,South China Sea,Sulu Sea (ER043),43,Field,manipulative,Mycedium,elephantotus,Mycedium,elephantotus,,,adult,,,,,,Week 12 of sediment exposure,n/a,transplanted at 7.5m depth,0,"washed, dried, marine-origin sediment",0,20.8,mg/cm2/day,20.8,n/r,n/r,n/r,7.6,7.6,s.e.,12,week,84,84,,,p 182 of Methods,,,,,,,,,,,,,,,,,1,0,0,"based on Fig. 4.3 and Results text (<50% tissue mortality = small necroses, >=50% tissue mortality = large necroses, >0% colony mortality = death of colonies); NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",0,1,1,1,NA,1,1,not recorded,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",n/a
DS08a,DS,Hodgson (1989) PhD Chapter IV,LJT,Pacific,South China Sea,Sulu Sea (ER043),43,Field,manipulative,Mycedium,elephantotus,Mycedium,elephantotus,,,adult,,,,,,Week 14 of sediment exposure,n/a,transplanted at 7.5m depth,0,"washed, dried, marine-origin sediment",0,20.8,mg/cm2/day,20.8,n/r,n/r,n/r,7.6,7.6,s.e.,14,week,98,98,,,p 182 of Methods,,,,,,,,,,,,,,,,,1,0,0,"based on Fig. 4.3 and Results text (<50% tissue mortality = small necroses, >=50% tissue mortality = large necroses, >0% colony mortality = death of colonies); NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",0,1,1,1,NA,1,1,not recorded,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",n/a
DS08a,DS,Hodgson (1989) PhD Chapter IV,LJT,Pacific,South China Sea,Sulu Sea (ER043),43,Field,manipulative,Mycedium,elephantotus,Mycedium,elephantotus,,,adult,,,,,,Week 17 of sediment exposure,n/a,transplanted at 7.5m depth,0,"washed, dried, marine-origin sediment",0,20.8,mg/cm2/day,20.8,n/r,n/r,n/r,7.6,7.6,s.e.,17,week,119,119,,,p 182 of Methods,,,,,,,,,,,,,,,,,1,0,0,"based on Fig. 4.3 and Results text (<50% tissue mortality = small necroses, >=50% tissue mortality = large necroses, >0% colony mortality = death of colonies); NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",0,1,1,1,NA,1,1,not recorded,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",n/a
DS08a,DS,Hodgson (1989) PhD Chapter IV,LJT,Pacific,South China Sea,Sulu Sea (ER043),43,Field,manipulative,Montipora,stellata,Montipora,stellata,,,adult,,,,,,Week 0 - pre-sediment exposure,n/a,transplanted at 7.5m depth,1,"washed, dried, marine-origin sediment",0,0,mg/cm2/day,0,n/r,n/r,n/r,7.6,7.6,s.e.,0,week,0,0,,,p 182 of Methods,,,,,,,,,,,,,,,,,0,0,0,"based on Fig. 4.3 and Results text (<50% tissue mortality = small necroses, >=50% tissue mortality = large necroses, >0% colony mortality = death of colonies); NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",0,1,1,0,NA,0,0,not recorded,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",n/a
DS08a,DS,Hodgson (1989) PhD Chapter IV,LJT,Pacific,South China Sea,Sulu Sea (ER043),43,Field,manipulative,Montipora,stellata,Montipora,stellata,,,adult,,,,,,Week 2 of sediment exposure,n/a,transplanted at 7.5m depth,0,"washed, dried, marine-origin sediment",0,20.8,mg/cm2/day,20.8,n/r,n/r,n/r,7.6,7.6,s.e.,2,week,14,14,,,p 182 of Methods,,,,,,,,,,,,,,,,,0,0,0,"based on Fig. 4.3 and Results text (<50% tissue mortality = small necroses, >=50% tissue mortality = large necroses, >0% colony mortality = death of colonies); NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",0,1,1,0,NA,0,0,not recorded,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",n/a
DS08a,DS,Hodgson (1989) PhD Chapter IV,LJT,Pacific,South China Sea,Sulu Sea (ER043),43,Field,manipulative,Montipora,stellata,Montipora,stellata,,,adult,,,,,,Week 6 of sediment exposure,n/a,transplanted at 7.5m depth,0,"washed, dried, marine-origin sediment",0,20.8,mg/cm2/day,20.8,n/r,n/r,n/r,7.6,7.6,s.e.,6,week,42,42,,,p 182 of Methods,,,,,,,,,,,,,,,,,0,0,0,"based on Fig. 4.3 and Results text (<50% tissue mortality = small necroses, >=50% tissue mortality = large necroses, >0% colony mortality = death of colonies); NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",0,1,1,0,NA,0,0,not recorded,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",n/a
DS08a,DS,Hodgson (1989) PhD Chapter IV,LJT,Pacific,South China Sea,Sulu Sea (ER043),43,Field,manipulative,Montipora,stellata,Montipora,stellata,,,adult,,,,,,Week 8 of sediment exposure,n/a,transplanted at 7.5m depth,0,"washed, dried, marine-origin sediment",0,20.8,mg/cm2/day,20.8,n/r,n/r,n/r,7.6,7.6,s.e.,8,week,56,56,,,p 182 of Methods,,,,,,,,,,,,,,,,,1,0,0,"based on Fig. 4.3 and Results text (<50% tissue mortality = small necroses, >=50% tissue mortality = large necroses, >0% colony mortality = death of colonies); NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",0,1,1,1,NA,1,1,not recorded,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",n/a
DS08a,DS,Hodgson (1989) PhD Chapter IV,LJT,Pacific,South China Sea,Sulu Sea (ER043),43,Field,manipulative,Montipora,stellata,Montipora,stellata,,,adult,,,,,,Week 12 of sediment exposure,n/a,transplanted at 7.5m depth,0,"washed, dried, marine-origin sediment",0,20.8,mg/cm2/day,20.8,n/r,n/r,n/r,7.6,7.6,s.e.,12,week,84,84,,,p 182 of Methods,,,,,,,,,,,,,,,,,1,0,0,"based on Fig. 4.3 and Results text (<50% tissue mortality = small necroses, >=50% tissue mortality = large necroses, >0% colony mortality = death of colonies); NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",0,1,1,1,NA,1,1,not recorded,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",n/a
DS08a,DS,Hodgson (1989) PhD Chapter IV,LJT,Pacific,South China Sea,Sulu Sea (ER043),43,Field,manipulative,Montipora,stellata,Montipora,stellata,,,adult,,,,,,Week 18 of sediment exposure,n/a,transplanted at 7.5m depth,0,"washed, dried, marine-origin sediment",0,20.8,mg/cm2/day,20.8,n/r,n/r,n/r,7.6,7.6,s.e.,18,week,126,126,,,p 182 of Methods,,,,,,,,,,,,,,,,,1,0,0,"based on Fig. 4.3 and Results text (<50% tissue mortality = small necroses, >=50% tissue mortality = large necroses, >0% colony mortality = death of colonies); NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",0,1,1,1,NA,1,1,not recorded,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",n/a
DS08a,DS,Hodgson (1989) PhD Chapter IV,LJT,Pacific,South China Sea,Sulu Sea (ER043),43,Field,manipulative,Hydnophora,ridgida,Hydnophora,ridgida,,,adult,,,,,,Week 0 - pre-sediment exposure,n/a,transplanted at 7.5m depth,1,"washed, dried, marine-origin sediment",0,0,mg/cm2/day,0,n/r,n/r,n/r,7.6,7.6,s.e.,0,week,0,0,,,p 182 of Methods,,,,,,,,,,,,,,,,,0,0,0,"based on Fig. 4.3 and Results text (<50% tissue mortality = small necroses, >=50% tissue mortality = large necroses, >0% colony mortality = death of colonies); NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",0,1,1,0,NA,0,0,not recorded,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",n/a
DS08a,DS,Hodgson (1989) PhD Chapter IV,LJT,Pacific,South China Sea,Sulu Sea (ER043),43,Field,manipulative,Hydnophora,ridgida,Hydnophora,ridgida,,,adult,,,,,,Week 2 of sediment exposure,n/a,transplanted at 7.5m depth,0,"washed, dried, marine-origin sediment",0,20.8,mg/cm2/day,20.8,n/r,n/r,n/r,7.6,7.6,s.e.,2,week,14,14,,,p 182 of Methods,,,,,,,,,,,,,,,,,0,0,0,"based on Fig. 4.3 and Results text (<50% tissue mortality = small necroses, >=50% tissue mortality = large necroses, >0% colony mortality = death of colonies); NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",0,1,1,0,NA,0,0,not recorded,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",n/a
DS08a,DS,Hodgson (1989) PhD Chapter IV,LJT,Pacific,South China Sea,Sulu Sea (ER043),43,Field,manipulative,Hydnophora,ridgida,Hydnophora,ridgida,,,adult,,,,,,Week 4 of sediment exposure,n/a,transplanted at 7.5m depth,0,"washed, dried, marine-origin sediment",0,20.8,mg/cm2/day,20.8,n/r,n/r,n/r,7.6,7.6,s.e.,4,week,28,28,,,p 182 of Methods,,,,,,,,,,,,,,,,,1,0,0,"based on Fig. 4.3 and Results text (<50% tissue mortality = small necroses, >=50% tissue mortality = large necroses, >0% colony mortality = death of colonies); NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",0,1,1,1,NA,1,1,not recorded,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",n/a
DS08a,DS,Hodgson (1989) PhD Chapter IV,LJT,Pacific,South China Sea,Sulu Sea (ER043),43,Field,manipulative,Hydnophora,ridgida,Hydnophora,ridgida,,,adult,,,,,,Week 8 of sediment exposure,n/a,transplanted at 7.5m depth,0,"washed, dried, marine-origin sediment",0,20.8,mg/cm2/day,20.8,n/r,n/r,n/r,7.6,7.6,s.e.,8,week,56,56,,,p 182 of Methods,,,,,,,,,,,,,,,,,1,0,0,"based on Fig. 4.3 and Results text (<50% tissue mortality = small necroses, >=50% tissue mortality = large necroses, >0% colony mortality = death of colonies); NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",0,1,1,1,NA,1,1,not recorded,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",n/a
DS08a,DS,Hodgson (1989) PhD Chapter IV,LJT,Pacific,South China Sea,Sulu Sea (ER043),43,Field,manipulative,Hydnophora,ridgida,Hydnophora,ridgida,,,adult,,,,,,Week 12 of sediment exposure,n/a,transplanted at 7.5m depth,0,"washed, dried, marine-origin sediment",0,20.8,mg/cm2/day,20.8,n/r,n/r,n/r,7.6,7.6,s.e.,12,week,84,84,,,p 182 of Methods,,,,,,,,,,,,,,,,,1,0,0,"based on Fig. 4.3 and Results text (<50% tissue mortality = small necroses, >=50% tissue mortality = large necroses, >0% colony mortality = death of colonies); NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",0,1,1,1,NA,1,1,not recorded,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",n/a
DS08a,DS,Hodgson (1989) PhD Chapter IV,LJT,Pacific,South China Sea,Sulu Sea (ER043),43,Field,manipulative,Hydnophora,ridgida,Hydnophora,ridgida,,,adult,,,,,,Week 14 of sediment exposure,n/a,transplanted at 7.5m depth,0,"washed, dried, marine-origin sediment",0,20.8,mg/cm2/day,20.8,n/r,n/r,n/r,7.6,7.6,s.e.,14,week,98,98,,,p 182 of Methods,,,,,,,,,,,,,,,,,1,0,0,"based on Fig. 4.3 and Results text (<50% tissue mortality = small necroses, >=50% tissue mortality = large necroses, >0% colony mortality = death of colonies); NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",0,1,1,1,NA,1,1,not recorded,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",n/a
DS08a,DS,Hodgson (1989) PhD Chapter IV,LJT,Pacific,South China Sea,Sulu Sea (ER043),43,Field,manipulative,Hydnophora,ridgida,Hydnophora,ridgida,,,adult,,,,,,Week 17 of sediment exposure,n/a,transplanted at 7.5m depth,0,"washed, dried, marine-origin sediment",0,20.8,mg/cm2/day,20.8,n/r,n/r,n/r,7.6,7.6,s.e.,17,week,119,119,,,p 182 of Methods,,,,,,,,,,,,,,,,,1,0,0,"based on Fig. 4.3 and Results text (<50% tissue mortality = small necroses, >=50% tissue mortality = large necroses, >0% colony mortality = death of colonies); NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",0,1,1,1,NA,1,1,not recorded,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",n/a
DS08a,DS,Hodgson (1989) PhD Chapter IV,LJT,Pacific,South China Sea,Sulu Sea (ER043),43,Field,manipulative,Oxypora,glabra,Oxypora,glabra,,,adult,,,,,,Week 0 - pre-sediment exposure,n/a,transplanted at 7.5m depth,1,"washed, dried, marine-origin sediment",0,0,mg/cm2/day,0,n/r,n/r,n/r,7.6,7.6,s.e.,0,week,0,0,,,p 182 of Methods,,,,,,,,,,,,,,,,,0,0,0,"based on Fig. 4.3 and Results text (<50% tissue mortality = small necroses, >=50% tissue mortality = large necroses, >0% colony mortality = death of colonies); NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",0,1,1,0,NA,0,0,not recorded,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",n/a
